ID,N_RequisitoOriginal,Nombre_criterio,MunEst,Ley_Reglemento,Nombre,Artículo,Fracción y/o Inciso
231,• El usuario (a) debe tener algún tipo de discapacidad permanente.,el usuario (a) debe tener algún tipo de discapacidad permanente.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
232,• El usuario (a) debe tener entre 2 y 14 años de edad.,el usuario (a) debe tener entre 2 y 14 años de edad.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
233,"• La madre, padre o tutor deben tener empleo.","la madre, padre o tutor deben tener empleo.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
234,• El interesado que solicite el trámite debe ser familiar directo de la persona a sepultar.,el interesado que solicite el trámite debe ser familiar directo de la persona a sepultar.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,16,XI
235,"• Realizar el pago de ""Orden para la explotación de bienes municipales""","realizar el pago de ""orden para la explotación de bienes municipales""",Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,16,XII
236,Servicio sujeto a la programación de las actividades del panteón.,servicio sujeto a la programación de las actividades del panteón.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,16,XIV
237,• Debe existir disponibilidad de cupo,debe existir disponibilidad de cupo,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,128,X
238,• Sujeto a disponibilidad de horario,sujeto a disponibilidad de horario,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,128,X
239,• Vivir en el municipio de Monterrey.,vivir en el municipio de monterrey.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,128,X
240,• La solicitud será atendida en el orden en que se reciben.,la solicitud será atendida en el orden en que se reciben.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,121,
241,• Se realizará una revisión inicial de la ubicación.,se realizará una revisión inicial de la ubicación.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,121,
242,"• La Dirección de Vinculación Interinstitucional apoya en recibir la documentación y la presenta a la autoridad, la cual debe resolver la solicitud de sucesión; el criterio para la resolución final queda a consideración y cumplimiento de los requisitos impuestos por las Leyes del Estado y los criterios de la autoridad judicial.","la dirección de vinculación interinstitucional apoya en recibir la documentación y la presenta a la autoridad, la cual debe resolver la solicitud de sucesión; el criterio para la resolución final queda a consideración y cumplimiento de los requisitos impuestos por las leyes del estado y los criterios de la autoridad judicial.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,131,X
243,"• Una vez teniendo conocimiento de la fecha y hora, la Dirección de Partición Ciudadana designará a un representante a fin de que acuda a dicha asamblea y certifique la validez legal de su constitución, así como la elección de su mesa directiva.
• La convocatoria se hará llegar de forma personal a todos los vecinos de la colonia con acuse de recibo, lugar, día y hora en que deba celebrarse en primera y en segunda convocatoria la asamblea.
• Debe ser vecino del sector y mayor de edad, presentando credencial de elector, así como ser de reconocida honorabilidad.
• Se elegirá la mesa directiva, siempre y cuando asistan a la primera convocatoria cuando menos el 25% de los vecinos, y en la segunda convocatoria, cuando menos el 15%.
• Las mesas directivas de las juntas de vecinos deberán estar integradas por lo menos, por un presidente, un secretario y un tesorero, así como los suplentes respectivos, quienes competirán en planillas completas.
• La votación será personal.
• La mención de que se levantará un acta circunstanciada de dicha asamblea, la cual quedará registrada ante la Dirección.
• La asamblea constitutiva elegirá a un presidente, un secretario, un tesorero y dos escrutadores.
• Se levantará un acta circunstanciada, cuya copia será entregada al representante de la secretaría, quien será el conducto para el registro de la misma ante la autoridad municipal, lo que se efectuará en un plazo no mayor de 72 horas.","una vez teniendo conocimiento de la fecha y hora, la dirección de partición ciudadana designará a un representante a fin de que acuda a dicha asamblea y certifique la validez legal de su constitución, así como la elección de su mesa directiva.
la convocatoria se hará llegar de forma personal a todos los vecinos de la colonia con acuse de recibo, lugar, día y hora en que deba celebrarse en primera y en segunda convocatoria la asamblea.
debe ser vecino del sector y mayor de edad, presentando credencial de elector, así como ser de reconocida honorabilidad.
se elegirá la mesa directiva, siempre y cuando asistan a la primera convocatoria cuando menos el 25% de los vecinos, y en la segunda convocatoria, cuando menos el 15%.
las mesas directivas de las juntas de vecinos deberán estar integradas por lo menos, por un presidente, un secretario y un tesorero, así como los suplentes respectivos, quienes competirán en planillas completas.
la votación será personal.
la mención de que se levantará un acta circunstanciada de dicha asamblea, la cual quedará registrada ante la dirección.
la asamblea constitutiva elegirá a un presidente, un secretario, un tesorero y dos escrutadores.
se levantará un acta circunstanciada, cuya copia será entregada al representante de la secretaría, quien será el conducto para el registro de la misma ante la autoridad municipal, lo que se efectuará en un plazo no mayor de 72 horas.",Municipal,Reglamento,"Reglamento de Participación Ciudadana del Municipio de Monterrey, Nuevo León.",42,
244,Identificación del propietario o persona que solicita,identificación del propietario o persona que solicita,Municipal,Reglamento,Reglamento de Protección Civil de la Ciudad de Monterrey.,12,
245,Comprobar la propiedad o legal posesión del vehículo,comprobar la propiedad o legal posesión del vehículo,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,164,IV
246,No contar con adeudo de infracciones,no contar con adeudo de infracciones,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,166,IV
247,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",20,
248,• Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",20,
249,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",17,
250,• Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",17,
251,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",20,
252,• Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",20,
253,• La solicitud debe cumplir con todos los requerimientos y requisitos necesarios para entrar dentro de la ventanilla SARE,la solicitud debe cumplir con todos los requerimientos y requisitos necesarios para entrar dentro de la ventanilla sare,Municipal,Reglamento,"ley de Asentamientos Humanos, Ordenamiento Territorial y Desarrollo Urbano para el Estado de Nuevo León",200,
254,• Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",200,
255,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",162,
256,• Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",162,
257,Debe ser habitante del municipio de Monterrey,debe ser habitante del municipio de monterrey,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,135,VIII y X
258,La niña o niño debe tener la edad establecida para recibir el servicio,la niña o niño debe tener la edad establecida para recibir el servicio,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,135,VIII y X
259,Presentar toda la documentación solicitada,presentar toda la documentación solicitada,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,135,VIII y X
260,El panteón en que se va a sepultar debe estar dentro del Municipio de Monterrey.,el panteón en que se va a sepultar debe estar dentro del municipio de monterrey.,Municipal,Reglamento,Reglamento de panteones del Municipio de Monterrey.,37,
261,Revisar si existen adeudos de multas que impidan hacer el pago de refrendo.,revisar si existen adeudos de multas que impidan hacer el pago de refrendo.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",33,
262,• Contar con el pago del impuesto predial al corriente.,contar con el pago del impuesto predial al corriente.,Municipal,Reglamento,Reglamento de la Administración Pública del Municipio de Monterrey,35,
263,• Presentar documentación completa.,presentar documentación completa.,Municipal,Reglamento,Reglamento de la Administración Pública del Municipio de Monterrey,35,
264,Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,Reglamento de Anuncios de la Ciudad de Monterrey,44,
265,"El diseño de cada anuncio comprenderá las estructuras, soportes, anclajes y cualquier elemento que sirva para fijarlo o sostenerlo, así como sus accesorios e instalaciones, de forma tal que armonice con la cartelera del anuncio, con el inmueble en que queda colocado y con el paisaje urbano de la zona en que se ubica.","el diseño de cada anuncio comprenderá las estructuras, soportes, anclajes y cualquier elemento que sirva para fijarlo o sostenerlo, así como sus accesorios e instalaciones, de forma tal que armonice con la cartelera del anuncio, con el inmueble en que queda colocado y con el paisaje urbano de la zona en que se ubica.",Municipal,Reglamento,Reglamento de Anuncios de la Ciudad de Monterrey.,28,
266,A una altura mínima 2.50 mts. del suelo,a una altura mínima 2.50 mts. del suelo,Municipal,Reglamento,Reglamento de Anuncios de la Ciudad de Monterrey,26,
267,Que sean instalados en luminarias de avenidas principales,que sean instalados en luminarias de avenidas principales,Municipal,Reglamento,Reglamento de Anuncios de la Ciudad de Monterrey,26,
268,"• La propaganda distribuida en forma de volantes o folletos, solamente se permitirá cuando sea repartida en los domicilios particulares.","la propaganda distribuida en forma de volantes o folletos, solamente se permitirá cuando sea repartida en los domicilios particulares.",Municipal,Reglamento,Reglamento de Anuncios de la Ciudad de Monterrey,29,
269,• Queda prohibida la distribución en el centro metropolitano definido en el Plan Parcial de Desarrollo Urbano.,queda prohibida la distribución en el centro metropolitano definido en el plan parcial de desarrollo urbano.,Municipal,Reglamento,Reglamento de Anuncios de la Ciudad de Monterrey,29,
270,• En caso de una nueva construcción en la ubicación,en caso de una nueva construcción en la ubicación,Municipal,Reglamento,Reglamento de Protección Ambiental e Imagen Urbana de Monterrey.,"33, 34 y 36",
271,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,Reglamento de Protección Ambiental e Imagen Urbana de Monterrey.,"33, 34 y 36",
272,Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,Reglamento de Protección Ambiental e Imagen Urbana de Monterrey.,"33, 34 y 36",
273,• Que existan daños a propiedad,que existan daños a propiedad,Municipal,Reglamento,Reglamento de Protección Ambiental e Imagen Urbana de Monterrey.,"33, 34 y 36",
274,• Que las condiciones del árbol lo requieran,que las condiciones del árbol lo requieran,Municipal,Reglamento,Reglamento de Protección Ambiental e Imagen Urbana de Monterrey.,"33, 34 y 36",
275,• Debe cumplir con los requisitos establecidos.,debe cumplir con los requisitos establecidos.,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",134 - 142,
276,Debe ser dentro del área del municipio de Monterrey.,debe ser dentro del área del municipio de monterrey.,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",134 - 142,
277,• Debe ser el titular de la propiedad o un representante quien lo solicite.,debe ser el titular de la propiedad o un representante quien lo solicite.,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",134 - 142,
278,• Realizar el pago correspondiente.,realizar el pago correspondiente.,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",134,
279,Cumplir con los requisitos correspondientes,cumplir con los requisitos correspondientes,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,65,
280,• Cumplir con los requisitos solicitados,cumplir con los requisitos solicitados,Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",7,
281,• Presentar la solicitud debidamente llenada y firmada,presentar la solicitud debidamente llenada y firmada,Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",6,
282,• En ambos casos el arreglo no debe exceder de un metro de tumba.,en ambos casos el arreglo no debe exceder de un metro de tumba.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,38,IV
283,En las tumbas en renta solo podrá construir un cerco sin colocar lápidas y un nicho.,en las tumbas en renta solo podrá construir un cerco sin colocar lápidas y un nicho.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,38,IV
284,"• Para las tumbas con título de perpetuidad se podrán construir gavetas, lapidas y el nicho.","para las tumbas con título de perpetuidad se podrán construir gavetas, lapidas y el nicho.",Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,38,IV
285,"No tener adeudos por concepto de infracciones, sanciones, multas o refrendos.","no tener adeudos por concepto de infracciones, sanciones, multas o refrendos.",Municipal,Reglamento,Reglamento de Anuncios de la Ciudad de Monterrey,44,
286,Debe existir disponibilidad del espacio solicitado,debe existir disponibilidad del espacio solicitado,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,124,
287,"La Dirección de Participación Ciudadana apoya con la mediación entre las partes involucradas, el mediador solo interviene para que ellos lleguen a un acuerdo y solucionen el conflicto.","la dirección de participación ciudadana apoya con la mediación entre las partes involucradas, el mediador solo interviene para que ellos lleguen a un acuerdo y solucionen el conflicto.",Municipal,Reglamento,"Reglamento de Participación Ciudadana del Municipio de Monterrey, Nuevo León.",115,
288,• Debe comprobar la necesidad a través de un estudio socio económico.,debe comprobar la necesidad a través de un estudio socio económico.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
289,• Debe existir disponibilidad de recursos en el municipio.,debe existir disponibilidad de recursos en el municipio.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
290,• Debe ser habitante del municipio de Monterrey.,debe ser habitante del municipio de monterrey.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
291,• Haber sido afectado por un incendio o desastre natural,haber sido afectado por un incendio o desastre natural,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
292,• Presentar la documentación completa.,presentar la documentación completa.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
293,• Debe ser adulto mayor de 60 años de edad.,debe ser adulto mayor de 60 años de edad.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
294,• Debe ser habitante del municipio de Monterrey.,debe ser habitante del municipio de monterrey.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
295,• Presentar la documentación completa.,presentar la documentación completa.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,137,
296,• En caso de existir avance de obra éste debe de coincidir con el proyecto previamente autorizado,en caso de existir avance de obra éste debe de coincidir con el proyecto previamente autorizado,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",28,
297,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",28,
298,• Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",28,
299,Debe existir disponibilidad del espacio solicitado,debe existir disponibilidad del espacio solicitado,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,83,ll
300,• Debe cumplir con la vigencia mínima de 6 años para ex humar.,debe cumplir con la vigencia mínima de 6 años para ex humar.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,33,
301,• Se debe contar con una fosa asignada.,se debe contar con una fosa asignada.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,27,
302,Servicio sujeto a la programación de las actividades del panteón.,servicio sujeto a la programación de las actividades del panteón.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,26,VII
303,- El escrito que se presenta deberá contener la mención expresa “BAJO PROTESTA DE DECIR VERDAD QUE LA RECLAMACIÓN NO SE HA INICIADO POR OTRA VÍA”,el escrito que se presenta deberá contener la mención expresa “bajo protesta de decir verdad que la reclamación no se ha iniciado por otra vía”,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,24,XIX
304,- Presentar la papelería completa,presentar la papelería completa,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,24,XIX
305,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,"Reglamento para las Construcciones del Municipio de Monterrey, Nuevo León.",20,
306,• Presentar documentación completa,presentar documentación completa,Municipal,Reglamento,"Reglamento de Zonificación y Uso de Suelo del Municipio de Monterrey, Nuevo León.",20,
307,Realizar el pago correspondiente.,realizar el pago correspondiente.,Municipal,Reglamento,Reglamento de Panteones del Municipio de Monterrey.,37,
308,"• La Dirección de Participación Ciudadana analizará los elementos aportados y emitirá una opinión mediante lacual proponga la aprobación o negativa de la autorización.
• Ésta autorización será turnada a la Comisión de Participación Ciudadana del Ayuntamiento de Monterrey para su respectiva deliberación.
• La Comisión de Participación Ciudadana es la encargada de la recepción y estudio de la opinión presentada por la Dirección de Participación Ciudadana, la elaboración del dictamen respectivo y su presentación ante el Ayuntamiento para la aprobación o negativa del mismo.
• La autorización será por tiempo determinado y no podrá exceder de 4 años.
• La autorización del Ayuntamiento será publicada en la gaceta municipal y el en periódico oficial del estado de Nuevo León.
• Los gastos que se ocasionen en la colocación de mecanismos de controles así como su retiro para la restricción temporal correrán a cargo de los vecinos que solicitaron la medida.","la dirección de participación ciudadana analizará los elementos aportados y emitirá una opinión mediante lacual proponga la aprobación o negativa de la autorización.
ésta autorización será turnada a la comisión de participación ciudadana del ayuntamiento de monterrey para su respectiva deliberación.
la comisión de participación ciudadana es la encargada de la recepción y estudio de la opinión presentada por la dirección de participación ciudadana, la elaboración del dictamen respectivo y su presentación ante el ayuntamiento para la aprobación o negativa del mismo.
la autorización será por tiempo determinado y no podrá exceder de 4 años.
la autorización del ayuntamiento será publicada en la gaceta municipal y el en periódico oficial del estado de nuevo león.
los gastos que se ocasionen en la colocación de mecanismos de controles así como su retiro para la restricción temporal correrán a cargo de los vecinos que solicitaron la medida.",Municipal,Reglamento,"Reglamento para Regular el Acceso Vial y Mejorar la Seguridad de los Vecinos en el Municipio de Monterrey, Nuevo León.",6,
309,• Debe existir disponibilidad de cupo,debe existir disponibilidad de cupo,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,126,"VI, VII y XVI"
310,Debe programar el servicio,debe programar el servicio,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,126,"VI, VII y XVI"
311,• Debe ser habitante del municipio de Monterrey.,debe ser habitante del municipio de monterrey.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
312,• Tener discapacidad motora o alguna alteración física permanente o transitoria.,tener discapacidad motora o alguna alteración física permanente o transitoria.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
313,Debe existir disponibilidad de cupo,debe existir disponibilidad de cupo,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,127,VIII y XIII
314,"De ser autorizado, se deberá cubrir el costo del trámite correspondiente.","de ser autorizado, se deberá cubrir el costo del trámite correspondiente.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,46 BIS,
315,La Secretaría determinará la viabilidad de realizar la maniobra de carga y descarga en la zona solicitada.,la secretaría determinará la viabilidad de realizar la maniobra de carga y descarga en la zona solicitada.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,46 BIS,
316,cumplir con los requisitos,cumplir con los requisitos,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,64,
317,El parque público deberá estar disponible.,el parque público deberá estar disponible.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,83,ll
318,"Contar con la documentación requerida para el trámite del permiso, de acuerdo al vigente Reglamento de Tránsito y Vialidad.","contar con la documentación requerida para el trámite del permiso, de acuerdo al vigente reglamento de tránsito y vialidad.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,43 y 44,
319,Cumplir con los supuestos del tramite,cumplir con los supuestos del tramite,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,45 y 44,
320,Haber cubierto la cuota estipulada que corresponda a cada trámite.,haber cubierto la cuota estipulada que corresponda a cada trámite.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,44 y 44,
321,• Cumplir con los criterios establecidos para realizar su actividad comercial.,cumplir con los criterios establecidos para realizar su actividad comercial.,Municipal,Reglamento,"Reglamento para el Uso de la Vía Pública en el Ejercicio de la Actividad Comercial en Monterrey, Nuevo León.",27,
322,Presentar la solicitud debidamente llenada y firmada.,presentar la solicitud debidamente llenada y firmada.,Municipal,Reglamento,"Reglamento para el Uso de la Vía Pública en el Ejercicio de la Actividad Comercial en Monterrey, Nuevo León.",27,
323,• Presentar los vistos buenos y certificados de salud afirmativos y vigentes y toda la documentación requerida.,presentar los vistos buenos y certificados de salud afirmativos y vigentes y toda la documentación requerida.,Municipal,Reglamento,"Reglamento para el Uso de la Vía Pública en el Ejercicio de la Actividad Comercial en Monterrey, Nuevo León.",27,
324,"Con base a la demanda y horarios solicitados, la Secretaría de Seguridad Pública y Vialidad determinará el tipo de apoyo que se proporcionará para solucionar la problemática, previo estudio vial.","con base a la demanda y horarios solicitados, la secretaría de seguridad pública y vialidad determinará el tipo de apoyo que se proporcionará para solucionar la problemática, previo estudio vial.",Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,133 BIS,
325,Que la ubicación del servicio solicitado se encuentre dentro de la jurisdicción del Municipio.,que la ubicación del servicio solicitado se encuentre dentro de la jurisdicción del municipio.,Municipal,Reglamento,Reglamento de Tránsito y Vialidad del Municipio de Monterrey,133 BIS,
326,Debe existir disponibilidad del grupo,debe existir disponibilidad del grupo,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,128,XIV
327,• Generar como máximo 5 kilogramos de residuos sólidos no peligrosos diarios.,generar como máximo 5 kilogramos de residuos sólidos no peligrosos diarios.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,11,c)
328,Realizar el pago correspondiente en Tesorería del municipio.,realizar el pago correspondiente en tesorería del municipio.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,13,VI
329,• El servicio se brinda únicamente dentro del municipio de Monterrey.,el servicio se brinda únicamente dentro del municipio de monterrey.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,5,
330,Entregar la documentación requerida.,entregar la documentación requerida.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,10,
331,• Es necesario estar al corriente con el pago del impuesto predial,es necesario estar al corriente con el pago del impuesto predial,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,15,III
332,• Trámite exclusivo para casa habitación.,trámite exclusivo para casa habitación.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,15,
333,• Generar entre de 5 y máximo 10 kilogramos de residuos sólidos no peligrosos diarios.,generar entre de 5 y máximo 10 kilogramos de residuos sólidos no peligrosos diarios.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,11,c)
334,• Realizar el pago correspondiente en Tesorería del municipio.,realizar el pago correspondiente en tesorería del municipio.,Municipal,Reglamento,Reglamento de Limpia para el Municipio de Monterrey.,14,VII
335,Debe ser habitante del municipio de Monterrey,debe ser habitante del municipio de monterrey,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,138,l y lll
336,Presentar toda la documentación solicitada,presentar toda la documentación solicitada,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,138,l y lll
337,• Debe ser habitante del municipio de Monterrey.,debe ser habitante del municipio de monterrey.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
338,• Tener discapacidad intelectual leve a moderada.,tener discapacidad intelectual leve a moderada.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
339,• Tener entre 18 y 40 años de edad.,tener entre 18 y 40 años de edad.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,
340,"• Llenar solicitud de testamento con puño y letra, o en caso de no saber leer y escribir, deberá ser llenada por 2 testigos que el interesado indique ante los abogados.","llenar solicitud de testamento con puño y letra, o en caso de no saber leer y escribir, deberá ser llenada por 2 testigos que el interesado indique ante los abogados.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,131,X
341,"• Los testigos y el interesado deben conocerse entre sí y no deben de tener parentesco con el interesado o con los herederos, deben saber leer y escribir bien para llenar la solicitud de testamento el día del trámite, presentar original y copia de credencial de elector o pasaporte mexicano vigente.","los testigos y el interesado deben conocerse entre sí y no deben de tener parentesco con el interesado o con los herederos, deben saber leer y escribir bien para llenar la solicitud de testamento el día del trámite, presentar original y copia de credencial de elector o pasaporte mexicano vigente.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,131,X
342,• Presentar escritura de la propiedad si es de FOMERREY o TIERRA PROPIA.,presentar escritura de la propiedad si es de fomerrey o tierra propia.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,131,X
343,• Debe ser habitante del municipio de Monterrey.,debe ser habitante del municipio de monterrey.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,V
344,• Hacer la solicitud con un mínimo de 5 días antes de la fecha requerida.,hacer la solicitud con un mínimo de 5 días antes de la fecha requerida.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,
345,• Ser usuario(a) de los servicios que brinda la Dirección de Atención a Personas con Discapacidad.,ser usuario(a) de los servicios que brinda la dirección de atención a personas con discapacidad.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,
346,• Trasladarse a los espacios destinados para su atención.,trasladarse a los espacios destinados para su atención.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,139,
